,descricao_detalhada,marca,departamento_macro,departamento,categoria_familia,tipo_produto,subtipo_funcao,segmento_mercado,publico_ou_tom,grupo_navegacao,apresentacao_publico
34,LENÇOS REMOVEDOR DE ESMALTE OCEANE ACQUA COM 25 UNIDADES,OCEANE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,SEM ACETONA,,,REMOVEDOR,REGULAR
35,REMOVEDOR DE ESMALTES GRANADO PINK SEM ACETONA 75ML,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,SEM ACETONA,,,REMOVEDOR,REGULAR
36,REMOV ESM STUDIO EXPRESS 75ML,STUDIO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,SEM ACETONA,,,REMOVEDOR,REGULAR
37,REMOVEDOR  DE ESMALTE ASPA 100ML,ASPA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,SEM ACETONA,,,REMOVEDOR,REGULAR
38,ADSTRINGENTE DERMACREAM PO P/ MANICU 3G,DERMACREAM,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,SEM ACETONA,,,REMOVEDOR,REGULAR
39,ALICATE DAUF CABO PLÁTICO BRANCO+ESPÁTULA DUPLA,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,PLASTICO
40,UNHAS YOUCARE NATURAL QUADRADO CURTO COM 36 UNIDADES,YOUCARE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
41,KIT LIXA NOVO VISUAL + PALITO 31001,NOVO VISUAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,KIT,,,ACESSORIOS MANIC. PED,UNHA
42,LIXA BELLIZ MODEL SUAVE,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
43,KIT MERHEJE ELITE MIX PROFISSIONAL,MERHEJE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
44,PALITO GROSSO 2 PONT C 5 BE BETTER 1UN,BE BETTER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,PALITO,KIT,,,ACESSORIOS MANIC. PED,MADEIRA
45,CONJ MERHEJE DE ALICATE PARA CUTICULAS E ESPATULA TOUCH,MERHEJE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,KIT,,,ACESSORIOS MANIC. PED,PLASTICO
46,ESPATULA BE BETTER 1UND,BE BETTER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESPATULA,NAO DEFINIDO,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
47,UNHAS AUTOCOLANTES  KISSNY IMPRESS CURTA MATCHMAKER COM 24 UNHAS,KISS NEW YORK,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
48,DILUENTE DE ESMALTES OLEO DE BANANA ALYNE 100ML,ALYNE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR ESMALTE,OLEO,,,ACESSORIOS MANIC. PED,REGULAR
49,CANETA DECORATIVA UNHA RISQUÉ BRANCO NEVE 2ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,CANETA DECORATIVA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
50,ALICATE DOU PREMAX 1062,PREMAX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
51,LIXA MERHEJE GOLD BASIC,MERHEJE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
52,UNHA POST BELLIZ GLOSSY,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
53,LIXA NOVO VISUAL T31007 6UND,NOVO VISUAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,KIT,,,ACESSORIOS MANIC. PED,UNHA
54,UNHA POST BELLIZ QUAD MEDIA 24UND,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,NAO DEFINIDO,NAO CLASSIFICADO,,,ACESSORIOS MANIC. PED,NAO CLASSIFICADO
55,ALICATE AMORAVEL LAVANDA,AMORAVEL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
56,TESOURA DAUF UNHA RETA INOX,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,TESOURA,REGULAR,,,ACESSORIOS MANIC. PED,INOX
57,KIT MERHEJE LIMA SAFIRA 107,MERHEJE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ACESSORIOS MANIC. PED,REGULAR
58,RALA CALO PLASTICO BE BETTER COM 1UN,BE BETTER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,RALADOR,NAO DEFINIDO,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
59,ALICATE PARA CUTICULA TRAMONTINA INOX 1 UNIDADE,TRAMONTINA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,INOX
60,ALICATE AMORAVEL 758 + ESPATULA ROSA,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
61,UNHAS YOUCARE QUICK PURPLE AUTOADESIVAS CURTO COM 24 UNIDADES,YOUCARE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
62,UNHA POST BELLIZ RED WINE,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
63,UNHAS POST IMPRESS BY KISS NY MATTE MEDIA SECRET 1 UNIDADE,KISS NY,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
64,CANETA DECORATIVA UNHA RISQUÉ PRETO NOITE 2ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,CANETA DECORATIVA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
65,ALICATE MERHEJE 997,MERHEJE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
66,CANETA DECORATIVA UNHA RISQUÉ OURO GLAMOUR 2ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,CANETA DECORATIVA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
67,LIXA ZALIKE PARA PES 854,ZALIKE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,PES
68,ALICATE MUNDIAL UNHA 520,MUNDIAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
69,PEDRA POMES NOVO VISUAL T448,NOVO VISUAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,PES
70,LIXA ETILUX 19CM T1196,ETILUX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
71,KIT MANICURE AMORAVEL ELETRICO 5EM1,AMORAVEL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,ESFOLIANTE ELETRONICO,,,ACESSORIOS MANIC. PED,KIT
72,LIXA AMORÁVEL FUN COM 2 UNIDADES,AMORAVEL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,KIT,,,ACESSORIOS MANIC. PED,UNHA
73,UNHA POSTIÇA KISS NY IMPRESS CURTO TWEETHEART,KISS NEW YORK,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
74,CORTADOR DE UNHA MUNDIAL BABY CARE ,MUNDIAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,CORTADOR,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
75,LIXA NOVO VISUAL ANATOMICA COLOR,NOVO VISUAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,PES
76,LIXA MARCO BONI PARA UNHA POLIMENTO E BRILHO,MARCO BONI,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
77,COLA PARA UNHA KISSNY SECAGEM RAPIDA,KISS NEW YORK,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,COLA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
78,ALICATE PARA CUTÍCULA SANDY,MUNDIAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,KIT ACESSORIOS
79,ALICATE AMORAVEL 758 + ESPATULA BRANCA,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
80,MINI LIXA 9 MOSTARDA C 24 BE BETTER 1UN,BE BETTER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,REGULAR,,,ACESSORIOS MANIC. PED,UNHA
81,UNHAS YOUCARE QUICK PELLET AUTO ADESIVAS CURTO COM 24 UNIDADES,YOUCARE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,KIT,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
82,CALCANHEIRA DR. SCHOLLS MASCULINA+LIXA DUPLA FACE DR. SCHOLLS FOR HER GRÁTIS CREME REPARADOR PARA OS PÉS FOR HER DR. SCHOLLS 99G,DR SCHOLLS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIXA,KIT,,,ACESSORIOS MANIC. PED,PES
83,ALICATE DAUF UNHA AÇO INOX,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ALICATE,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
84,UNHA POST BELLIZ FRANCE SALM 24UND,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
85,TESOURA ETILUX FLEX 5 T1637N,ETILUX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,TESOURA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
86,UNHA POST BELLIZ DECORADAS T02 24UND,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
87,UNHAS POST IMPRESS KISS NY UNHA IMPRESS AMENDOADA QUARTZ,IMPRESS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,UNHA POSTICA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
88,TESOURA BELLIZ TEEN,BELLIZ,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,TESOURA,REGULAR,,,ACESSORIOS MANIC. PED,NAO DEFINIDO
89,PROT DE BACIA VERTIX PEDICURE 5,VERTIX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,NAO DEFINIDO,NAO DEFINIDO,,,ACESSORIOS MANIC. PE,NAO DEFINIDO
90,ESMALTE RISQUE MULHER MARAVILHA BELA PODEROSA CREMOSO 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
91,ESMALTE VULT SAIA CROCHÊ 8ML SEM BLISTER,VULT,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
92,ESMALTE RISQUE AMARRAÇÃO DO AMOR CREMOSO 8ML NU,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
93,ESM DAILUS TOP COAT BRILHO - QUE TUDO TERMINE EM BRILHO 8ML,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
94,ESMALTE COLOR NUTRIVERNIZ UVA COM 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
95,ESMALTE RISQUE SHOW DE BOLA METALICO 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
96,"ESMALTE RISQUE DIAMOND GEL VINHO BORDO 9,5ML",RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
97,ESMALTE RISQUÉ BASE SEMI BRILHO COM 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
98,ESMALTE COLORAMA NUTRI VERNIZ BRANCO ZEN COM 8 ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
99,ESMALTE CREMOSO COLORAMA SOLTE SUAS CORES SELFIE NO PELOURINHO 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
100,ESMALTE COLORAMA PEQUENAS DELÍCIAS GRAMA MOLHADA 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
101,ESM REVLON CREM SHEER PETAL 14.7ML,REVLON,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
102,ESMALTE CREMOSO COLORAMA BRASILEIRICES PARTIU 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
103,ESMALTE RISQUE REVOLUÇÃO DAS CORES MENTA.LIZA 8ML SEM BLISTER,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
104,ESMALTE COLORAMA NATURAL TRANSPARENTE BOLA DE GUDE 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
105,"ESMALTE MARROM RISQUÉ DIAMOND GEL MOCACCINO CREMOSO 9,5ML",RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
106,ESMALTE RISQUÉ METÁLICO ME ENCONTRA NO LETREIRO LOLLAPALOOZA BRASIL 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
107,ESMALTE DAILUS FLAMIMOS ENAMORADO VEGANO 8ML SEM BLISTER,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
108,ESMALTE DAILUS ATRÁS DO ARCO ÍRIS NUVEM DE ALGODÃO 8ML SEM BLISTER,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
109,ESMALTE OPI SICKENINGLY SWEET 15ML,OPI,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
110,ESMALTE RISQUE CREMOSO DOCE PEROLA 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
111,ESMALTE DAILUS DEVENDO E LUXANDO TA PASSADA 8ML SEM BLISTER,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
112,ESMALTE CREMOSO COLORAMA NUDES REAIS ASSUMIDA SEM BLISTER 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
113,ESMALTE RISQUÉ ME DEIXA AMEIXA CREMOSO 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
114,ESMALTE COLORAMA UNIVERSO PARALELO PRETO INTERGALÁCTICO EFEITOS 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
115,ESMALTE CREMOSO COLORAMA BARBIE BOSS 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
116,ESMALTE COLORAMA CREMOSO LEITE DE COCO 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
117,ESMALTE COLORAMA BRASILEIRICES EFEITOS ESPECIAIS METÁLICO MEU REI 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
118,ESMALTE OPI WICKED WONDERFULLEST 15ML,OPI,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
119,ESMALTE RISQUE METALICO ASTROLOGIA EM CORES MEU HOROSCOPO DO DIA  8ML SEM BLISTER,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
120,ESMALTE RISQUÉ METÁLICO BORA PRO MORRINHO LOLLAPALOOZA BRASIL FRASCO 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
121,ESMALTE COLORAMA MAIA,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
122,ESMALTE COLORAMA NAMORO NAT,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
123,ESM DAILUS MORENA 8ML,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
124,ESM RISQUE METALICO ROSA PITANGA 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
125,ESMALTE COLOROMA GEL 10 DIAS TOP COAT 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
126,ESMALTE RISQUÉ  CREMOSO QUERIDA LEITORA BRIDGERTON 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
127,ESMALTE DAILUS GOOD VIBEZINHA SE POUPE ME POUPE 8ML,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
128,ESM DAILUS ME CHAMA NO ZOOM - TENHO UM CALL 8ML,DAILUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
129,ESMALTE RISQUE COLECIONISTAS CREMOSO MEUS SOUVENIRS 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
130,SECANTE DE ESMALTE CARE LISS LEVE 400 ML PAGUE 320ML,CARE LISS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,SECANTE,AEROSOL,,,ESMALTACAO,REGULRA
131,"ESMALTE CORAL RISQUÉ DIAMOND GEL SMOOTHIE DE PÊSSEGO CREMOSO 9,5ML",RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
132,ESMALTE CREMOSO COLORAMA BLACK 8ML ,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
133,ESMALTE COLORAMA PIMENTINHA EFEITOS ESPECIAIS PITADINHA 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
134,ESMALTE CREMOSO COLORAMA FRANÇA 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
135,ESMALTE COLORAMA PIMENTINHA EFEITOS ESPECIAIS PICANTE 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
136,ESMALTE RISQUE PRECONCEITO FLOPOU 8ML SEM BLISTER,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
137,ESMALTE COLORAMA COPA DAS CORES COBERTURA BRONZE 8ML,COLORAMA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
138,ESMALTE VULT VINHEDO 8ML SEM BLISTER,VULT,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,COR,,,ESMALTACAO,REGULAR
139,ESMALTE RISQUE BASE SEMI BRILHO 8ML,RISQUE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESMALTE,BASE,,,ESMALTACAO,REGULAR
140,GEL PARA PÉS E PERNAS CANSADAS GRANADO PINK 120G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,GEL,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
141,ESCALDA PÉS GRANADO PINK COM 5 SACHÊS,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,PO,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
142,TRATOPE CREME 30G,TRATOPE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
143,HIDRATANTE PARA OS PES AGUA RABELO 100G,AGUA RABELO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
144,KIT GRANADO SPA MAOS PERFEITAS CREME PARA CUTÍCULAS 100G + ÓLEO FORTALECEDOR DE UNHAS 10ML + CERA NUTRITIVA 7G + CREME PARA AS MÃOS 60G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
145,GEL PROTETOR DE CALOS E BOLHAS GRANADO PINK 45G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,PROTETOR DE CALO,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
146,HIDRATANTE GRANADO REPARADOR DE CALCANHAR DANIFICADOS PINK 20G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
147,ÓLEO FORTALECEDOR DE UNHAS GRANADO PINK 30ML,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,FORTALECEDORES UNHAS,OLEO,,,CUIDADOS MANIC. PEDIC.,REGULAR
148,KIT  GRANADO CREME PARA MÃOS NEUTRALIZA ODORES 60G + CERA NUTRITIVA UNHAS E CUTÍCULAS 7G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CERA,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
149,APARELHO ESFOLIANTE ELETRICO PARA PE PAGUE MENOS,PAGUE MENOS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,ESFOLIANTE ELETRONICO,,,CUIDADOS MANIC. PEDIC.,REGULAR
150,CANETA HIDRATANTE DE CUTICULA OCEANE FEMME,OCEANE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
151,OLEO PARA PERNAS E OS ARNICA E ME 120ML,IDEAL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,OLEO,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
152,HIDRATANTE DIÁRIO AMOPÉ PARA PERNAS E PÉS 250ML,AMOPE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
153,CERA GRANADO NUTRITIVA PINK 7G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CERA,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
154,LOC PRONATUS AMOLECE CUTICULA 3,PRONATUS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR DE CUTICULA,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
155,HIDRATANTE FORTILON PERNAS CANSADAS 120G,FORTILON,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
156,CUTIDRAMA TOP BEAUTY CONTROLADO 35G,TOP BEAUTY,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,HIDRATANTE CREME,,,CUIDADOS MANIC. PEDIC.,REDUTOR DE CUTICULAS
157,CREME HIDRATANTE PARA PÉS NUPILL 120G,NUPILL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
158,CREME PARA PÉS HIDRATANTE DR. SCHOLL&#39;S COM 60G,DR SCHOLLS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
